station,channel,start,stop,confidence,Notes
ILL11,HHZ,2021-06-24 15:21:00+00:00,2021-06-24 16:25:00+00:00,1,
ILL12,EHZ,2021-06-24 15:18:00+00:00,2021-06-24 16:08:00+00:00,1,
ILL13,EHZ,2021-06-24 15:15:00+00:00,2021-06-24 16:22:00+00:00,1,
ILL14,EHZ,2021-06-24 15:13:00+00:00,2021-06-24 16:01:00+00:00,1,
ILL15,EHZ,2021-06-24 15:15:00+00:00,2021-06-24 16:02:00+00:00,1,
ILL16,EHZ,2021-06-24 15:11:00+00:00,2021-06-24 15:58:00+00:00,1,
ILL17,EHZ,2021-06-24 15:13:00+00:00,2021-06-24 16:01:00+00:00,1,
ILL18,EHZ,2021-06-24 15:14:00+00:00,2021-06-24 16:00:00+00:00,1,
ILL17,EHZ,2021-06-28 06:48:18+00:00,2021-06-28 07:48:18+00:00,0.1,"Possibly activity in the upper catchment, but not a debris flow. Very uncertain."
ILL11,HHZ,2021-07-06 18:55:00+00:00,2021-07-06 19:48:00+00:00,1,
ILL12,EHZ,2021-07-06 18:48:00+00:00,2021-07-06 19:27:00+00:00,1,
ILL13,EHZ,2021-07-06 18:52:00+00:00,2021-07-06 19:37:00+00:00,1,
ILL14,EHZ,2021-07-06 18:45:00+00:00,2021-07-06 19:28:00+00:00,1,
ILL15,EHZ,2021-07-06 18:44:00+00:00,2021-07-06 19:21:00+00:00,1,
ILL16,EHZ,2021-07-06 18:44:00+00:00,2021-07-06 19:23:00+00:00,1,
ILL17,EHZ,2021-07-06 18:44:00+00:00,2021-07-06 19:30:00+00:00,1,
ILL18,EHZ,2021-07-06 18:46:00+00:00,2021-07-06 19:11:00+00:00,1,
ILL18,EHZ,2021-07-08 02:35:18+00:00,2021-07-08 03:14:53+00:00,0.1,"Possibly activity in the upper catchment, but a bigger event does not occur for another 12 hours."
ILL11,HHZ,2021-07-08 14:09:02+00:00,2021-07-08 16:29:02+00:00,1,
ILL12,EHZ,2021-07-08 14:00:00+00:00,2021-07-08 14:59:10+00:00,1,
ILL13,EHZ,2021-07-08 14:02:16+00:00,2021-07-08 15:01:26+00:00,1,
ILL14,EHZ,2021-07-08 13:46:17+00:00,2021-07-08 14:22:57+00:00,0.1,
ILL17,EHZ,2021-07-08 13:43:18+00:00,2021-07-08 14:33:18+00:00,0.1,
ILL18,EHZ,2021-07-08 13:23:43+00:00,2021-07-08 14:29:33+00:00,0.5,
ILL17,EHZ,2021-07-08 15:16:38+00:00,2021-07-08T15:49:08+00:00,0.1,
ILL18,EHZ,2021-07-08 15:21:13+00:00,2021-07-08T15:50:23+00:00,0.5,
ILL11,HHZ,2021-07-08T16:39:52+00:00,2021-07-08T18:58:12+00:00,1,
ILL12,EHZ,2021-07-08T16:27:30+00:00,2021-07-08T18:12:30+00:00,1,
ILL13,EHZ,2021-07-08T16:48:56+00:00,2021-07-08T17:51:26+00:00,1,
ILL17,EHZ,2021-07-08T16:09:58+00:00,2021-07-08T17:19:08+00:00,0.1,
ILL18,EHZ,2021-07-08T15:56:13+00:00,2021-07-08T17:27:03+00:00,0.5,
ILL11,HHZ,2021-07-13 06:35:00+00:00,2021-07-13 09:50:00+00:00,1,
ILL12,EHZ,2021-07-13 05:45:00+00:00,2021-07-13 07:45:00+00:00,1,
ILL13,EHZ,2021-07-13 06:31:00+00:00,2021-07-13 08:51:00+00:00,1,
ILL14,EHZ,2021-07-13 04:17:00+00:00,2021-07-13 07:18:00+00:00,0.1,
ILL15,EHZ,2021-07-13 04:17:00+00:00,2021-07-13 07:18:00+00:00,0.1,
ILL16,EHZ,2021-07-13 04:17:00+00:00,2021-07-13 07:18:00+00:00,0.5,
ILL17,EHZ,2021-07-13 03:01:00+00:00,2021-07-13 07:39:00+00:00,0.5,
ILL18,EHZ,2021-07-13 04:35:00+00:00,2021-07-13 07:32:00+00:00,1,
ILL11,HHZ,2021-07-13 16:19:00+00:00,2021-07-13 18:34:00+00:00,1,
ILL12,EHZ,2021-07-13 16:01:00+00:00,2021-07-13 18:02:00+00:00,1,
ILL13,EHZ,2021-07-13 16:10:00+00:00,2021-07-13 18:07:00+00:00,1,
ILL14,EHZ,2021-07-13 14:55:00+00:00,2021-07-13 17:21:00+00:00,0.1,
ILL15,EHZ,2021-07-13 14:55:00+00:00,2021-07-13 17:21:00+00:00,0.1,
ILL16,EHZ,2021-07-13 14:55:00+00:00,2021-07-13 17:21:00+00:00,1,
ILL17,EHZ,2021-07-13 14:55:00+00:00,2021-07-13 17:22:00+00:00,1,
ILL18,EHZ,2021-07-13 14:57:00+00:00,2021-07-13 17:28:00+00:00,1,
ILL14,EHZ,2021-07-14T04:26:17+00:00,2021-07-14T04:55:27+00:00,0.1,"Probably a rockfall in the upper catchment. Very clear signal."
ILL14,EHZ,2021-07-14T05:02:57+00:00,2021-07-14T05:06:17+00:00,0.1,"Probably a rockfall in the upper catchment."
ILL14,EHZ,2021-07-14T08:17:07+00:00,2021-07-14T08:22:07+00:00,0.1,"Probably a rockfall in the upper catchment."
ILL14,EHZ,2021-07-14T08:36:17+00:00,2021-07-14T08:39:37+00:00,0.1,"Probably a rockfall in the upper catchment."
ILL14,EHZ,2021-07-14T08:45:27+00:00,2021-07-14T08:49:37+00:00,0.1,"Probably a rockfall in the upper catchment."
ILL14,EHZ,2021-07-14T09:14:37+00:00,2021-07-14T09:22:57+00:00,0.1,"Probably a rockfall in the upper catchment."
ILL14,EHZ,2021-07-14T20:07:07+00:00,2021-07-14T20:19:37+00:00,0.1,"Probably a rockfall in the upper catchment."
ILL16,EHZ,2021-07-14T20:12:29+00:00,2021-07-14T20:18:19+00:00,0.1,"Probably a rockfall in the upper catchment. Very clear signal."
ILL11,HHZ,2021-07-16 03:58:00+00:00,2021-07-16 05:03:00+00:00,1,
ILL12,EHZ,2021-07-16 03:43:00+00:00,2021-07-16 04:54:00+00:00,1,
ILL13,EHZ,2021-07-16 03:53:00+00:00,2021-07-16 05:00:00+00:00,1,
ILL14,EHZ,2021-07-16 03:42:00+00:00,2021-07-16 04:47:00+00:00,1,
ILL14,EHZ,2021-07-16 03:42:00+00:00,2021-07-16 04:47:00+00:00,1,
ILL16,EHZ,2021-07-16 03:36:00+00:00,2021-07-16 04:43:00+00:00,1,
ILL17,EHZ,2021-07-16 03:36:00+00:00,2021-07-16 04:41:00+00:00,1,
ILL18,EHZ,2021-07-16 03:36:00+00:00,2021-07-16 04:41:00+00:00,1,
ILL18,EHZ,2021-07-28 06:00:25+00:00,2021-07-28 07:33:55+00:00,0.1,"Could be upper catchment slope activity, but rather weak."
ILL14,EHZ,2021-07-28 06:40:01+00:00,2021-07-28 07:15:01+00:00,0.1,"Could be upper catchment slope activity, but rather weak."
ILL18,EHZ,2021-07-31 21:08:09+00:00,2021-07-31T22:21:59+00:00,0.1,"Could be a small debris flow or upper catchment activity that did not make it to the Rhone valley."
ILL18,EHZ,2021-07-31 23:04:34+00:00,2021-07-31T23:39:34+00:00,0.1,"Could be a small debris flow or upper catchment activity that did not make it to the Rhone valley."
ILL14,EHZ,2021-08-01T07:36:41+00:00,2021-08-01T07:43:21+00:00,0.1,"Perhaps rockfall in upper catchment."
ILL17,EHZ,2021-08-03T08:59:08+00:00,2021-08-03T09:05:48+00:00,0.1,"Perhaps rockfall in upper catchment."
ILL14,EHZ,2021-08-04T14:23:21+00:00,2021-08-04T14:26:41+00:00,0.1,"Perhaps rockfall in upper catchment."
ILL11,HHZ,2021-08-07 14:32:00+00:00,2021-08-07 15:53:00+00:00,1,
ILL13,EHZ,2021-08-07 14:23:00+00:00,2021-08-07 15:33:00+00:00,1,
ILL14,EHZ,2021-08-07 14:12:00+00:00,2021-08-07 15:26:00+00:00,1,
ILL15,EHZ,2021-08-07 14:15:00+00:00,2021-08-07 15:26:00+00:00,1,
ILL16,EHZ,2021-08-07 14:10:00+00:00,2021-08-07 15:26:00+00:00,1,
ILL17,EHZ,2021-08-07 14:10:00+00:00,2021-08-07 15:15:00+00:00,1,
ILL18,EHZ,2021-08-07 14:13:00+00:00,2021-08-07 15:14:00+00:00,1,
ILL18,EHZ,2021-08-12 21:53:12+00:00,2021-08-12 22:07:22+00:00,0.1,"Perhaps some activity in upper catchment. But small."
ILL18,EHZ,2021-08-15 23:53:27+00:00,2021-08-16 00:37:21+00:00,0.1,"Probably activity in upper catchment, perhaps even a debris flow that did not make it to the Rhone valley."
ILL18,EHZ,2021-09-10T17:52:11+00:00,2021-09-10 18:40:31+00:00,0.1,"Activity in upper catchment."
ILL11,HHZ,2021-09-19 06:38:00+00:00,2021-09-19 07:51:00+00:00,1,
ILL12,EHZ,2021-09-19 06:23:00+00:00,2021-09-19 07:28:00+00:00,1,
ILL13,EHZ,2021-09-19 06:22:00+00:00,2021-09-19 07:36:00+00:00,1,
ILL14,EHZ,2021-09-19 05:56:00+00:00,2021-09-19 07:41:00+00:00,1,
ILL15,EHZ,2021-09-19 05:57:00+00:00,2021-09-19 07:40:00+00:00,1,
ILL16,EHZ,2021-09-19 05:51:00+00:00,2021-09-19 07:27:00+00:00,1,
ILL17,EHZ,2021-09-19 05:47:00+00:00,2021-09-19 07:20:00+00:00,1,
ILL11,HHZ,2021-09-19 09:03:00+00:00,2021-09-19 10:45:00+00:00,0.5,
ILL12,EHZ,2021-09-19 08:39:00+00:00,2021-09-19 10:25:00+00:00,0.5,
ILL13,EHZ,2021-09-19 08:40:00+00:00,2021-09-19 10:31:00+00:00,0.5,
ILL15,EHZ,2021-09-19 08:24:08+00:00,2021-09-19 09:42:28+00:00,0.1,
ILL16,EHZ,2021-09-19 08:24:08+00:00,2021-09-19 09:42:28+00:00,0.1,
ILL17,EHZ,2021-09-19 08:24:08+00:00,2021-09-19 09:42:28+00:00,0.5,
ILL17,EHZ,2021-09-30 09:24:58+00:00,2021-09-30 09:32:28+00:00,0.1,"Seems like to strong signals of a rockfall in the upper catchment."
ILL18,EHZ,2022-04-06 06:46:38+00:00,2022-04-06 07:36:32+00:00,0.1,"Could be upper catchment activity, but highly uncertain (no other station available and very weak)."
ILL14,EHZ,2022-05-12T08:05:06+00:00,2022-05-12T08:09:16+00:00,0.1,Likely upper catchment activity.
ILL14,EHZ,2022-05-12T11:16:46+00:00,2022-05-12T11:25:56+00:00,0.1,"Very weak signals, perhaps upper catchment activity."
ILL14,EHZ,2022-05-14T07:06:46+00:00,2022-05-14T07:10:06+00:00,0.1,"Likely upper catchment activity."
ILL17,EHZ,2022-05-14T12:02:42+00:00,2022-05-14T12:09:22+00:00,0.1,"Clear signal, likely upper catchment activity."
ILL17,EHZ,2022-05-15T17:21:52+00:00,2022-05-15T17:51:52+00:00,0.1,"Thunder signal mixed with some upper catchment activity."
ILL14,EHZ,2022-05-16T13:09:16+00:00,2022-05-16T13:13:26+00:00,0.1,"Perhaps some upper catchment activity."
ILL14,EHZ,2022-05-16T13:29:16+00:00,2022-05-16T13:35:06+00:00,0.1,"Perhaps some upper catchment activity."
ILL18,EHZ,2022-05-17T13:55:15+00:00,2022-05-17T14:11:05+00:00,0.1,"Could perhaps be upper catchment activity, but very unclear."
ILL18,EHZ,2022-05-17T15:59:25+00:00,2022-05-17T16:15:15+00:00,0.1,"Could perhaps be upper catchment activity, but very unclear."
ILL14,EHZ,2022-05-17T18:30:06+00:00,2022-05-17T18:35:06+00:00,0.1,"Could perhaps be upper catchment activity, but very unclear."
ILL18,EHZ,2022-05-17T19:29:25+00:00,2022-05-17T19:45:15+00:00,0.1,"Could perhaps be upper catchment activity, but very unclear."
ILL18,EHZ,2022-05-19T14:41:05+00:00,2022-05-19T14:56:05+00:00,0.1,"Could perhaps be upper catchment activity, but very unclear."
ILL17,EHZ,2022-06-01T11:15:12+00:00,2022-06-01T11:25:12+00:00,0.1,"Likely big rockfall in upper catchment."
ILL14,EHZ,2022-06-02T00:11:46+00:00,2022-06-02T00:15:56+00:00,0.1,"Could perhaps be upper catchment activity, but very unclear."
ILL17,EHZ,2022-06-02T01:09:22+00:00,2022-06-02T01:34:22+00:00,0.1,"Could perhaps be upper catchment activity, but very unclear."
ILL12,EHZ,2022-06-02T01:34:12+00:00,2022-06-02T02:05:52+00:00,0.1,"Looks like something coming down from Sagenschleif. But suspicious: nothing on other stations."
ILL11,HHZ,2022-06-02T02:59:08+00:00,2022-06-02T03:25:48+00:00,0.1,"Could be some discharge, but not very clear."
ILL11,HHZ,2022-06-05 11:22:00+00:00,2022-06-05 12:29:00+00:00,1,
ILL12,EHZ,2022-06-05 11:20:00+00:00,2022-06-05 11:57:00+00:00,1,
ILL13,EHZ,2022-06-05 11:20:00+00:00,2022-06-05 12:27:00+00:00,1,
ILL14,EHZ,2022-06-05 11:07:00+00:00,2022-06-05 11:59:00+00:00,1,
ILL17,EHZ,2022-06-05 11:04:00+00:00,2022-06-05 12:00:00+00:00,1,
ILL14,EHZ,2022-06-14 00:16:04+00:00,2022-06-14 00:20:14+00:00,0.1,"Likely upper catchment activity."
ILL14,EHZ,2022-06-14 00:21:54+00:00,2022-06-14 00:36:54+00:00,0.1,"Likely upper catchment activity."
ILL17,EHZ,2022-06-24 11:43:32+00:00,2022-06-24 12:42:42+00:00,0.1,"Could perhaps be upper catchment activity, but rather unclear."
ILL18,EHZ,2022-06-27 15:12:25+00:00,2022-06-27 15:55:09+00:00,0.1,"Perhaps some upper catchment activity, but several high-amplitude thunder signals."
ILL17,EHZ,2022-06-28 15:05:12+00:00,2022-06-28 15:41:52+00:00,0.1,"Could perhaps be upper catchment activity, but unclear."
ILL18,EHZ,2022-06-28 15:08:41+00:00,2022-06-28 15:23:41+00:00,0.1,"Could perhaps be upper catchment activity, but unclear."
ILL18,EHZ,2022-06-28 15:59:31+00:00,2022-06-28 16:21:11+00:00,0.1,"Likely activity in upper catchment, close to ILL18."
ILL18,EHZ,2022-06-28 16:32:51+00:00,2022-06-28 17:28:41+00:00,0.1,"Likely activity in upper catchment, close to ILL18."
ILL12,EHZ,2022-06-28 16:38:56+00:00,2022-06-28 18:07:16+00:00,0.1,"Perhaps some minor discharge but no debris flow."
ILL17,EHZ,2022-06-28 16:44:22+00:00,2022-06-28 17:01:02+00:00,0.1,"Could perhaps be upper catchment activity, but unclear."
ILL12,EHZ,2022-06-30 20:33:00+00:00,2022-06-30 21:08:00+00:00,1,
ILL13,EHZ,2022-06-30 20:35:00+00:00,2022-06-30 21:24:00+00:00,1,
ILL14,EHZ,2022-06-30 20:17:00+00:00,2022-06-30 21:18:00+00:00,1,
ILL15,EHZ,2022-06-30 20:12:00+00:00,2022-06-30 20:57:00+00:00,1,
ILL16,EHZ,2022-06-30 20:18:00+00:00,2022-06-30 21:16:00+00:00,1,
ILL17,EHZ,2022-06-30 20:12:00+00:00,2022-06-30 21:16:00+00:00,1,
ILL18,EHZ,2022-06-30 20:21:00+00:00,2022-06-30 21:16:00+00:00,1,
ILL18,EHZ,2022-07-03 19:20:10+00:00,2022-07-03 20:47:22+00:00,0.1,"Could be rock falls, thunder strikes or other type of upper catchment activity; not clear."
ILL17,EHZ,2022-07-04 05:11:02+00:00,2022-07-04T05:21:02+00:00,0.1,"Could perhaps be upper catchment activity, but rather unclear."
ILL18,EHZ,2022-07-04 05:13:41+00:00,2022-07-04T05:38:41+00:00,0.1,"Clear signal, likely upper catchment activity, but only near ILL18."
ILL18,EHZ,2022-07-04 19:07:01+00:00,2022-07-04T19:22:01+00:00,0.1,"Clear signal, likely upper catchment activity, but only near ILL18."
ILL11,HHZ,2022-07-04 21:48:00+00:00,2022-07-04 22:39:00+00:00,1,
ILL12,EHZ,2022-07-04 21:41:00+00:00,2022-07-04 22:30:00+00:00,1,
ILL13,EHZ,2022-07-04 21:47:00+00:00,2022-07-04 22:29:00+00:00,1,
ILL14,EHZ,2022-07-04 21:36:00+00:00,2022-07-04 22:30:00+00:00,1,
ILL15,EHZ,2022-07-04 21:35:00+00:00,2022-07-04 22:26:00+00:00,1,
ILL16,EHZ,2022-07-04 21:39:00+00:00,2022-07-04 22:21:00+00:00,1,
ILL17,EHZ,2022-07-04 21:40:00+00:00,2022-07-04 22:30:00+00:00,1,
ILL18,EHZ,2022-07-04 21:40:00+00:00,2022-07-04 22:18:00+00:00,1,
ILL17,EHZ,2022-07-07T05:45:00+00:00,2022-07-07 06:12:42+00:00,0.1,"Very unclear, perhaps upper catchment activity."
ILL12,EHZ,2022-09-08 00:45:00+00:00,2022-09-08 01:33:00+00:00,1,
ILL13,EHZ,2022-09-08 00:46:00+00:00,2022-09-08 01:53:00+00:00,1,
ILL14,EHZ,2022-09-08 00:37:00+00:00,2022-09-08 01:25:00+00:00,1,
ILL15,EHZ,2022-09-08 00:36:00+00:00,2022-09-08 01:29:00+00:00,1,
ILL16,EHZ,2022-09-08 00:37:00+00:00,2022-09-08 01:27:00+00:00,1,
ILL17,EHZ,2022-09-08 00:38:00+00:00,2022-09-08 01:31:00+00:00,1,
